587,57,-19,a
588,-60,63,a
589,-61,63,a
590,35,26,a
591,-56,76,a
592,77,-33,a
593,23,47,a
594,34,-67,a
595,21,-52,a
596,-45,-97,a
597,-3,-84,a
598,-29,-48,a
599,-12,85,a
600,-85,-31,a
601,-80,-32,a
602,-89,-46,a
603,17,10,a
604,92,-92,a
605,-41,10,a
606,21,77,a
607,91,-36,a
608,67,-74,a
609,-49,-19,a
610,17,53,a
611,17,-94,a
612,13,60,a
613,11,64,a
614,34,61,a
615,-20,1,a
616,-31,51,a
617,-8,6,a
618,50,-7,a
619,-17,-19,a
620,55,-33,a
621,-42,-90,a
622,3,22,a
623,-21,99,a
624,-24,-20,a
625,46,42,a
626,-18,-59,a
627,27,-60,a
628,43,25,a
629,-25,-62,a
630,28,13,a
631,23,-47,a
632,-94,-52,a
633,30,40,a
634,-31,-61,a
635,-27,82,a
636,-27,70,a
637,48,-65,a
638,-26,-23,a
639,86,15,a
640,-3,93,a
641,17,51,a
642,27,-38,a
643,-68,80,a
644,68,-40,a
645,11,48,a
646,28,91,a
647,-97,-12,a
648,94,-73,a
649,84,-34,a
650,31,-28,a
651,-38,27,a
652,-49,75,a
653,-79,-91,a
654,10,-25,a
655,98,17,a
656,43,-1,a
657,23,50,a
658,96,-6,a
659,95,32,a
660,-96,19,a
661,4,-60,a
662,48,-80,a
663,12,92,a
664,42,-68,a
665,17,-45,a
666,92,30,a
667,-12,98,a
668,54,-1,a
669,68,27,a
670,-44,65,a
671,24,22,a
672,-47,-62,a
673,-25,-89,a
674,-11,-1,a
675,59,24,a
676,97,-24,a
677,1,45,a
678,-60,9,a
679,45,0,a
680,-80,13,a
681,2,-97,a
682,82,76,a
683,20,-92,a
684,-94,37,a
685,46,60,a
686,62,88,a
687,-48,87,a
688,87,-20,a
689,-47,-61,a
690,-5,39,a
691,42,-60,a
692,45,39,a
693,-26,-94,a
694,-77,-79,a
695,-34,10,a
696,-91,-88,a
697,-97,-10,a
698,-43,57,a
699,62,41,a
700,-86,22,a
701,4,-21,a
702,22,-61,a
703,49,33,a
704,-94,-36,a
705,-94,-33,a
706,-49,97,a
707,-62,-92,a
708,51,46,a
709,-13,-78,a
710,-61,-7,a
711,70,74,a
712,-41,70,a
713,-53,3,a
714,-41,-84,a
715,38,1,a
716,-49,-36,a
717,-71,6,a
718,84,88,a
719,-8,-43,a
720,66,95,a
721,-30,54,a
722,8,-14,a
723,85,-76,a
724,-41,53,a
725,17,100,a
726,31,-53,a
727,-37,-12,a
728,26,73,a
729,5,-75,a
730,-92,-9,a
731,-13,-90,a
732,94,-65,a
733,15,8,a
734,-79,82,a
735,-79,7,a
736,-13,-12,a
737,97,81,a
738,9,8,a
739,-49,28,a
740,56,-67,a
741,79,-5,a
742,10,-47,a
743,-62,-34,a
744,-88,-46,a
745,-70,64,a
746,100,82,a
747,43,60,a
748,-27,87,a
749,82,-6,a
750,60,-23,a
751,-61,-46,a
752,-26,-37,a
753,-37,-48,a
754,-12,-34,a
755,-10,88,a
756,-83,-74,a
757,-94,-44,a
758,19,-62,a
759,-84,19,a
760,-77,14,a
761,54,-88,a
762,-65,-85,a
763,35,99,a
764,-71,61,a
765,-26,-46,a
766,88,-61,a
767,-98,-77,a
768,38,27,a
769,45,93,a
770,-63,-75,a
771,-44,-13,a
772,26,-15,a
773,-42,-16,a
774,-98,-81,a
775,50,5,a
776,65,84,a
777,15,69,a
778,46,-99,a
779,19,22,a
780,-42,16,a
781,-29,-38,a
782,33,-24,a
783,-23,100,a
784,0,30,a
785,-8,11,a
786,51,71,a
787,-91,-77,a
788,27,66,a
789,-31,-58,a
790,73,-38,a
791,-71,72,a
792,-16,36,a
793,63,70,a
794,84,-54,a
795,35,-44,a
796,21,30,a
797,-41,-71,a
798,53,64,a
799,-45,-4,a
800,-25,-18,a
801,56,90,a
802,-30,26,a
803,95,-48,a
804,71,49,a
805,-25,91,a
806,-76,51,a
807,85,59,a
808,-64,84,a
809,-86,-91,a
810,-31,99,a
811,-27,-80,a
812,-5,87,a
813,46,-63,a
814,38,-66,a
815,-16,-76,a
816,8,-25,a
817,98,-58,a
818,66,16,a
819,-48,71,a
820,-3,44,a
821,13,-67,a
822,66,0,a
823,-21,55,a
824,81,-24,a
825,6,79,a
826,-9,-54,a
827,-17,44,a
828,96,25,a
829,37,-42,a
830,37,35,a
831,-80,-23,a
832,10,-71,a
833,-6,86,a
834,-64,-66,a
835,89,47,a
836,67,-85,a
837,81,-36,a
838,94,-39,a
839,74,74,a
840,98,59,a
841,42,-81,a
842,80,6,a
843,56,-24,a
844,-18,-52,a
845,-39,-26,a
846,-90,7,a
847,-68,27,a
848,-19,28,a
849,79,-41,a
850,-11,-97,a
851,8,-23,a
852,32,14,a
853,-18,8,a
854,97,23,a
855,88,-97,a
856,-43,-57,a
857,-29,84,a
858,-83,21,a
859,73,-13,a
860,86,-92,a
861,96,-100,a
862,-26,19,a
863,67,-59,a
864,-22,-88,a
865,46,-1,a
866,-15,-6,a
867,63,-88,a
868,33,-48,a
869,-51,-2,a
870,47,-84,a
871,54,43,a
872,34,51,a
873,-81,61,a
874,42,87,a
875,34,93,a
876,-60,88,a
877,11,-94,a
878,-56,-10,a
879,-44,-31,a
880,32,47,a
881,-61,-96,a
882,44,19,a
883,3,-92,a
884,85,-58,a
885,-16,-96,a
886,26,-76,a
887,-14,-52,a
888,49,2,a
889,-8,1,a
890,21,56,a
891,16,-43,a
892,23,-60,a
893,-13,-32,a
894,-24,41,a
895,70,-27,a
896,95,6,a
897,-88,-77,a
898,-93,45,a
899,-25,-46,a
900,91,-40,a
901,75,-65,a
902,-31,-2,a
903,39,24,a
904,-49,-67,a
905,88,15,a
906,23,-49,a
907,15,98,a
908,97,25,a
909,-14,52,a
910,62,-18,a
911,-93,44,a
912,83,51,a
913,42,-75,a
914,-17,100,a
915,41,49,a
916,-77,25,a
917,29,-63,a
918,54,-73,a
919,-12,-64,a
920,-20,15,a
921,-2,-39,a
922,-32,55,a
923,1,-83,a
924,80,-63,a
925,82,97,a
926,50,73,a
927,0,-7,a
928,91,-87,a
929,-95,53,a
930,-79,-19,a
931,10,-65,a
932,-19,-79,a
933,27,72,a
934,-76,-37,a
935,-48,60,a
936,99,11,a
937,85,30,a
938,-7,-1,a
939,-3,11,a
940,79,-39,a
941,-74,-78,a
942,-89,85,a
943,55,-41,a
944,-77,-89,a
945,19,94,a
946,3,-61,a
947,11,100,a
948,54,-4,a
949,-84,-74,a
950,-13,93,a
951,-45,53,a
952,36,-38,a
953,35,-84,a
954,-98,8,a
955,100,-24,a
956,24,-36,a
957,19,100,a
958,58,83,a
959,-27,68,a
960,-85,99,a
961,59,-12,a
962,-69,-90,a
963,92,35,a
964,-53,52,a
965,16,-2,a
966,-2,57,a
967,-86,3,a
968,34,-16,a
969,-12,-37,a
970,-66,-59,a
971,43,-53,a
972,-33,-60,a
973,37,-97,a
974,-4,-44,a
975,-39,-85,a
976,8,-48,a
977,-95,-8,a
978,29,17,a
979,2,47,a
980,55,-70,a
981,35,62,a
982,62,29,a
983,51,-51,a
984,82,-50,a
985,-86,73,a
986,44,-4,a
987,-92,-28,a
988,-7,32,a
989,70,-60,a
990,45,-54,a
991,100,-62,a
992,63,-37,a
993,-73,92,a
994,0,85,a
995,-17,55,a
996,-26,36,a
997,-22,86,a
998,-10,53,a
999,-88,-24,a
1000,89,81,a
1001,-55,80,a
1002,-65,28,a
1003,-27,-50,a
1004,-90,-19,a
1005,97,-6,a
1006,98,34,a
1007,-97,-86,a
1008,28,-4,a
1009,-33,91,a
1010,76,-16,a
1011,82,40,a
1012,-31,-96,a
1013,-43,-44,a
1014,-65,2,a
1015,5,-55,a
1016,23,-38,a
1017,0,-97,a
1018,86,63,a
1019,-83,-10,a
1020,-88,27,a
1021,-23,-83,a
1022,26,17,a
1023,94,-15,a
1024,-47,76,a
1025,-92,10,a
1026,-19,-97,a
1027,16,88,a
1028,73,-94,a
1029,11,25,a
1030,-73,-80,a
1031,3,-10,a
1032,-92,-41,a
1033,9,91,a
1034,-81,70,a
1035,-62,-47,a
1036,-23,-4,a
1037,92,-60,a
1038,62,-11,a
1039,47,49,a
1040,59,-7,a
1041,-6,67,a
1042,-15,-98,a
1043,68,-49,a
1044,-12,-27,a
1045,-10,-51,a
1046,80,34,a
1047,-52,-28,a
1048,-80,12,a
1049,70,-93,a
1050,76,72,a
1051,-89,-23,a
1052,-100,0,a
1053,-74,89,a
1054,-54,-56,a
1055,-74,74,a
1056,42,-85,a
1057,-35,-85,a
1058,-8,80,a
1059,-28,71,a
1060,-65,46,a
1061,42,82,a
1062,-40,-29,a
1063,77,36,a
1064,56,21,a
1065,55,-38,a
1066,92,86,a
1067,55,-98,a
1068,56,-42,a
1069,-98,33,a
1070,42,-19,a
1071,59,92,a
1072,-83,-86,a
1073,69,68,a
1074,-99,-92,a
1075,27,17,a
1076,-36,-48,a
1077,-68,16,a
1078,21,-11,a
1079,-63,-93,a
1080,-18,92,a
1081,39,54,a
1082,-45,81,a
1083,-33,76,a
1084,-72,97,a
1085,29,-36,a
1086,-71,19,a
1087,5,91,a
1088,63,-92,a
1089,-78,-66,a
1090,-19,-72,a
1091,-17,-99,a
1092,49,-86,a
1093,33,-91,a
1094,-4,12,a
1095,51,39,a
1096,-48,10,a
1097,-26,0,a
1098,-79,44,a
1099,38,-38,a
1100,-88,16,a
1101,9,-32,a
1102,-1,-93,a
1103,86,33,a
1104,-92,0,a
1105,-83,-42,a
1106,-70,-82,a
1107,-71,5,a
1108,15,-95,a
1109,-44,-20,a
1110,-80,-71,a
1111,-96,-43,a
1112,-73,29,a
1113,96,-34,a
1114,50,-65,a
1115,-26,72,a
1116,-67,82,a
1117,70,-61,a
1118,-22,-38,a
1119,8,-84,a
1120,73,17,a
1121,57,-34,a
1122,-43,-79,a
1123,-36,49,a
1124,36,79,a
1125,-69,52,a
1126,34,95,a
1127,-21,-4,a
1128,88,6,a
1129,-80,-65,a
1130,59,-27,a
1131,16,-41,a
1132,-28,-10,a
1133,-13,35,a
1134,-76,-25,a
1135,-51,-51,a
1136,-47,-22,a
1137,29,78,a
1138,34,34,a
1139,19,63,a
1140,-72,73,a
1141,41,38,a
1142,-28,-9,a
1143,73,-6,a
1144,-10,2,a
1145,-19,62,a
1146,50,68,a
1147,-11,89,a
1148,-89,48,a
1149,39,-50,a
1150,-69,4,a
1151,97,1,a
1152,12,80,a
1153,8,50,a
1154,2,-67,a
1155,-63,6,a
1156,-43,-3,a
1157,-99,10,a
1158,8,-11,a
1159,-26,12,a
1160,-53,36,a
1161,5,24,a
1162,14,38,a
1163,100,-62,a
1164,-79,-57,a
1165,16,18,a
1166,21,56,a
1167,62,-38,a
1168,60,-37,a
1169,-17,6,a
1170,2,32,a
1171,-8,-23,a
1172,-90,-5,a
1173,94,-23,a
1174,-79,-94,a
1175,1,-92,a
1176,41,-16,a
1177,-54,81,a
1178,-53,-67,a
1179,-98,-89,a
1180,5,59,a
1181,-51,15,a
1182,37,63,a
1183,16,79,a
1184,-83,-62,a
1185,-29,63,a
1186,-65,-90,a
1187,47,67,a
1188,9,61,a
1189,-19,34,a
1190,-48,10,a
1191,97,93,a
1192,36,26,a
1193,-4,2,a
1194,96,50,a
1195,64,30,a
1196,-23,-50,a
1197,66,16,a
1198,-29,13,a
1199,-98,-90,a
1200,84,61,a
1201,74,-96,a
1202,-88,-5,a
1203,60,14,a
1204,-41,28,a
1205,-15,42,a
1206,-47,47,a
1207,-98,-27,a
1208,-27,-9,a
1209,-41,19,a
1210,-51,84,a
1211,-33,23,a
1212,-49,-98,a
1213,-7,19,a
1214,99,-51,a
1215,52,-69,a
1216,43,-96,a
1217,-90,84,a
1218,70,-3,a
1219,38,65,a
1220,81,-22,a
1221,76,56,a
1222,-75,25,a
1223,-69,79,a
1224,-58,-49,a
1225,65,23,a
1226,14,87,a
1227,-18,-37,a
1228,-51,-8,a
1229,-48,-72,a
1230,-74,-97,a
1231,-24,-97,a
1232,99,-60,a
1233,-6,19,a
1234,18,8,a
1235,55,26,a
1236,29,-34,a
1237,59,-46,a
1238,-56,85,a
1239,5,-71,a
1240,-92,-75,a
1241,66,55,a
1242,55,-32,a
1243,-1,41,a
1244,-36,9,a
1245,-72,95,a
1246,9,29,a
1247,29,55,a
1248,54,92,a
1249,34,13,a
1250,-68,-82,a
1251,-53,34,a
1252,48,19,a
1253,-78,82,a
1254,-96,-55,a
1255,-18,93,a
1256,-51,-48,a
1257,-9,-68,a
1258,84,-60,a
1259,-29,-17,a
1260,46,89,a
1261,-7,-3,a
1262,54,78,a
1263,-62,-62,a
1264,-29,78,a
1265,-33,-13,a
1266,-23,5,a
1267,80,-76,a
1268,-5,-93,a
1269,-28,-94,a
1270,-73,-87,a
1271,-85,-94,a
1272,95,21,a
1273,-82,-18,a
1274,68,88,a
1275,2,90,a
1276,35,28,a
1277,37,-11,a
1278,-88,-74,a
1279,-32,-64,a
1280,-74,66,a
1281,-1,-17,a
1282,29,-39,a
1283,-100,83,a
1284,-23,56,a
1285,59,-64,a
1286,-55,20,a
1287,-25,52,a
1288,56,-36,a
1289,-66,-77,a
1290,68,-5,a
1291,-94,80,a
1292,-58,34,a
1293,-96,86,a
1294,2,60,a
1295,78,-65,a
1296,26,8,a
1297,99,69,a
1298,-83,18,a
1299,11,-43,a
1300,45,-3,a
1301,63,3,a
1302,-74,35,a
1303,94,55,a
1304,-18,-62,a
1305,-35,72,a
1306,-30,13,a
1307,-96,87,a
1308,-98,-59,a
1309,33,-67,a
1310,-62,76,a
1311,-94,64,a
1312,-11,-10,a
1313,-66,-98,a
1314,-32,67,a
1315,20,-14,a
1316,-57,-1,a
1317,81,0,a
1318,7,-59,a
1319,5,-73,a
1320,-23,26,a
1321,-24,16,a
1322,-64,20,a
1323,63,-100,a
1324,-48,-60,a
1325,32,72,a
1326,9,-86,a
1327,3,-90,a
1328,-64,-17,a
1329,-74,23,a
1330,-39,-81,a
1331,-59,40,a
1332,-35,-23,a
1333,44,35,a
1334,9,-98,a
1335,26,71,a
1336,95,50,a
1337,26,22,a
1338,-29,74,a
1339,78,78,a
1340,-98,53,a
1341,-40,-64,a
1342,-17,-37,a
1343,-89,-93,a
1344,-17,-15,a
1345,-36,-75,a
1346,-61,-92,a
1347,5,82,a
1348,29,-3,a
1349,20,66,a
1350,-69,3,a
1351,74,-36,a
1352,-79,40,a
1353,90,30,a
1354,-50,-78,a
1355,38,-96,a
1356,-41,49,a
1357,13,77,a
1358,-100,8,a
1359,-43,12,a
1360,8,-61,a
1361,7,28,a
1362,-69,-95,a
1363,52,-35,a
1364,35,21,a
1365,99,-41,a
1366,-26,-97,a
1367,-16,73,a
1368,-43,26,a
1369,67,78,a
1370,-83,-32,a
1371,-100,20,a
1372,94,41,a
1373,94,75,a
1374,-7,-10,a
1375,19,-69,a
1376,-12,-93,a
1377,-96,32,a
1378,22,12,a
1379,-30,-54,a
1380,86,42,a
1381,-56,-59,a
1382,30,-25,a
1383,-29,87,a
1384,-36,-50,a
1385,-24,-28,a
1386,32,34,a
1387,19,-60,a
1388,-29,73,a
1389,25,-8,a
1390,12,-66,a
1391,-14,-29,a
1392,49,-6,a
1393,62,-34,a
1394,52,75,a
1395,48,-63,a
1396,68,-26,a
1397,93,48,a
1398,-86,-22,a
1399,46,-97,a
1400,-71,76,a
1401,-23,-64,a
1402,-65,-65,a
1403,97,-53,a
1404,-83,-11,a
1405,24,40,a
1406,-20,-90,a
1407,-38,52,a
1408,-76,60,a
1409,95,-45,a
1410,-10,-8,a
1411,50,87,a
1412,27,-12,a
1413,5,-17,a
1414,-98,-76,a
1415,-2,-45,a
1416,39,-72,a
1417,71,-49,a
1418,90,-57,a
1419,49,53,a
1420,-21,76,a
1421,6,68,a
1422,-31,-60,a
1423,-65,47,a
1424,-36,-34,a
1425,-87,-61,a
1426,-99,-16,a
1427,-13,-51,a
1428,-37,47,a
1429,84,-50,a
1430,83,13,a
1431,-14,16,a
1432,-20,-93,a
1433,-41,-66,a
1434,36,-48,a
1435,-6,-46,a
1436,-54,-33,a
1437,2,-48,a
1438,-87,-8,a
1439,-48,98,a
1440,47,-51,a
1441,41,77,a
1442,53,33,a
1443,18,65,a
1444,-6,-97,a
1445,-67,-56,a
1446,62,7,a
1447,-1,-94,a
1448,7,2,a
1449,-7,85,a
1450,44,62,a
1451,-11,-59,a
1452,-77,-91,a
1453,66,-40,a
1454,44,-78,a
1455,-34,-88,a
1456,90,-65,a
1457,91,86,a
1458,34,-35,a
1459,-93,69,a
1460,77,-66,a
1461,-53,-29,a
1462,55,43,a
1463,25,-12,a
1464,-34,-71,a
1465,-42,49,a
1466,91,35,a
1467,86,41,a
1468,-15,75,a
1469,5,-75,a
1470,-19,-4,a
1471,6,33,a
1472,25,-80,a
1473,76,-100,a
1474,89,-37,a
1475,-58,72,a
1476,14,-83,a
1477,8,7,a
1478,34,-56,a
1479,76,10,a
1480,9,67,a
1481,65,-59,a
1482,-20,-70,a
1483,-77,-25,a
1484,-85,92,a
1485,47,-32,a
1486,-95,-11,a
1487,47,97,a
1488,-99,39,a
1489,-28,-5,a
1490,84,-48,a
1491,84,-86,a
1492,-15,23,a
1493,-82,-32,a
1494,-5,42,a
1495,95,-53,a
1496,85,75,a
1497,-26,-45,a
